  2 +     6.407188786 -1563.972811214     0.908703759
  2 +     7.297291589 -1563.082708411     0.875239479
  2 +     8.608921207 -1561.771078793     0.885460347
  2 +     9.430520720 -1560.949479280     0.878078802
  2 +    15.288741833 -1555.091258167     0.915599573
  2 +    18.115673944 -1552.264326056     0.838431329
  2 +    18.699802973 -1551.680197027     0.799153934
  2 +    19.409857547 -1550.970142453     0.791007233
  2 +    19.875883661 -1550.504116339     0.773251555
  2 +    19.988830596 -1550.391169404     0.757646203
  2 +    20.031703426 -1550.348296574     0.782837608
  2 +    20.613908551 -1549.766091449     0.783751117
  2 +    20.771937287 -1549.608062713     0.773351205
  2 +    21.094949382 -1549.285050618     0.757259271
  2 +    21.373061357 -1549.006938643     0.795140308
  2 +    21.691390127 -1548.688609873     0.729956084
  2 +    21.731775937 -1548.648224063     0.690359144
  2 +    22.022015262 -1548.357984738     0.756005642
  2 +    22.115419791 -1548.264580209     0.742824507
  2 +    22.190985404 -1548.189014596     0.683714152
  2 +    22.304643548 -1548.075356452     0.713912394
  2 +    22.503880192 -1547.876119808     0.728380488
  2 +    22.580638905 -1547.799361095     0.685387877
  2 +    22.659589523 -1547.720410477     0.561408394
  2 +    22.730509152 -1547.649490848     0.666036484
  2 +    22.898913843 -1547.481086157     0.459253650
  2 +    22.977831681 -1547.402168319     0.631655571
  2 +    23.014163962 -1547.365836038     0.325749979
  2 +    23.099980456 -1547.280019544     0.299709925
  2 +    23.153687051 -1547.226312949     0.341156509
  2 +    23.253946745 -1547.126053255     0.619034218
  2 +    23.278121102 -1547.101878898     0.247013961
  2 +    23.526706989 -1546.853293011     0.737689612
  2 +    23.666854788 -1546.713145212     0.712676788
  2 +    23.768237749 -1546.611762251     0.651556082
  2 +    23.914090846 -1546.465909154     0.184377813
  2 +    23.938660547 -1546.441339453     0.412432808
  2 +    24.043648420 -1546.336351580     0.276189674
  2 +    24.099255807 -1546.280744193     0.519825901
  2 +    24.221569131 -1546.158430869     0.658492877
  2 +    24.295387071 -1546.084612929     0.122330968
  2 +    24.397892921 -1545.982107079     0.202894304
  2 +    24.406822598 -1545.973177402     0.473666067
  2 +    24.490506939 -1545.889493061     0.190444766
  2 +    24.507491475 -1545.872508525     0.386029547
  2 +    24.533852352 -1545.846147648     0.134995029
  2 +    24.585504755 -1545.794495245     0.145483360
  2 +    24.624379216 -1545.755620784     0.175852418
  2 +    24.661799806 -1545.718200194     0.607125020
  2 +    24.767070023 -1545.612929977     0.139910264
  2 +    24.835944693 -1545.544055307     0.183144894
  2 +    24.866071409 -1545.513928591     0.250050719
  2 +    24.907247407 -1545.472752593     0.146745473
  2 +    24.919561988 -1545.460438012     0.124430527
  2 +    24.935253883 -1545.444746117     0.091655905
  2 +    24.977130622 -1545.402869378     0.271692860
  2 +    25.000423497 -1545.379576503     0.107028206
  2 +    25.044336133 -1545.335663867     0.020970679
  2 +    25.088833773 -1545.291166227     0.531986532
  2 +    25.118754185 -1545.261245815     0.328095225
  2 +    25.126048507 -1545.253951493     0.369982076
  2 +    25.176875197 -1545.203124803     0.241172278
  2 +    25.186257609 -1545.193742391     0.242277161
  2 +    25.228763493 -1545.151236507     0.281370753
  2 +    25.261560163 -1545.118439837     0.048489595
  2 +    25.284542542 -1545.095457458     0.099056429
  2 +    25.320295645 -1545.059704355     0.141286179
  2 +    25.347738333 -1545.032261667     0.234037845
  2 +    25.384246708 -1544.995753292     0.078522199
  2 +    25.409476256 -1544.970523744     0.060001354
  2 +    25.412705072 -1544.967294928     0.213953275
  2 +    25.451825931 -1544.928174069     0.428604664
  2 +    25.497890110 -1544.882109890     0.167807627
  2 +    25.537469022 -1544.842530978     0.119947978
  2 +    25.539183408 -1544.840816592     0.061081840
  2 +    25.550466780 -1544.829533220     0.216765149
  2 +    25.593042208 -1544.786957792     0.089316575
  2 +    25.643951654 -1544.736048346     0.373881509
  2 +    25.647535699 -1544.732464301     0.266101597
  2 +    25.679306829 -1544.700693171     0.119256232
  2 +    25.686834915 -1544.693165085     0.246702247
  2 +    25.705980633 -1544.674019367     0.381194340
  2 +    25.738333531 -1544.641666469     0.099477994
  2 +    25.749775450 -1544.630224550     0.090104400
  2 +    25.792171878 -1544.587828122     0.116751213
  2 +    25.801669532 -1544.578330468     0.095234913
  2 +    25.833018862 -1544.546981138     0.050145084
  2 +    25.854177422 -1544.525822578     0.051438663
  2 +    25.871330710 -1544.508669290     0.106287842
  2 +    25.881499633 -1544.498500367     0.083055061
  2 +    25.918466151 -1544.461533849     0.122256364
  2 +    25.924775336 -1544.455224664     0.029978543
  2 +    25.965742827 -1544.414257173     0.049947163
  2 +    25.974951736 -1544.405048264     0.074920175
  2 +    25.995242829 -1544.384757171     0.024870448
  2 +    26.028278278 -1544.351721722     0.040902058
  2 +    26.036597719 -1544.343402281     0.119769404
  2 +    26.065919523 -1544.314080477     0.035121994
  2 +    26.087894742 -1544.292105258     0.033264737
  2 +    26.109732955 -1544.270267045     0.038022638
