 electric dipole polarizability:    1508.9587042727326     
 m1, energy weight E*R sum:         47224.201749857864     
 m0, R(E) sum:                      3936.5783240436435     
 centroid m1/m0:                    11.996256104298537     
               E                R(E)           photodisintegration cross section
          7.72227137        165.68722951        514.66717618
          8.54816941       2145.76191186       7378.14232940
          9.45535798        121.34949356        461.53890998
         11.34496648        339.98996214       1551.53539678
         15.17310731          0.03169560          0.19344875
         16.87193431          3.11735671         21.15649655
         16.97309175          0.12631905          0.86242670
         17.17889317          0.06433501          0.44456463
         17.27076996          0.05784593          0.40186191
         17.31679144          0.20980021          1.46138863
         17.42830718          0.04858373          0.34059511
         17.47326327          0.40367556          2.83725814
         17.50846732          0.10514527          0.74050887
         17.62659472          0.28376937          2.01199227
         17.63611160          0.31611456          2.24253748
         17.79851252          0.00172556          0.01235395
         17.84902736          7.46545142         53.59977973
         17.88821711          7.45351327         53.63156399
         17.99056576          0.29007228          2.09914979
         18.04218705          0.22198252          1.61101776
         18.08203610          0.17566262          1.27767109
         18.10327507          3.34873282         24.38540793
         18.12658683         40.03079889        291.87887849
         18.16307468         10.64146190         77.74689243
         18.21953689         24.28271800        177.96188859
         18.25483875          0.06644268          0.48788503
         18.29190444          0.05098177          0.37511651
         18.32585680          1.33054939          9.80816279
         18.37976201          6.48238226         47.92552697
         18.40614308          9.96715456         73.79490234
         18.42796780          0.12569245          0.93170627
         18.44762874          2.31625887         17.18778927
         18.47352908          0.24113899          1.79188310
         18.48860356          5.89760965         43.86039215
         18.51815995          2.59668257         19.34234252
         18.53375664          0.00159223          0.01187030
         18.54945255          0.70861481          5.28729686
         18.55999890          0.18600234          1.38863700
         18.58715471          0.79567003          5.94892218
         18.63250028          7.78090318         58.31677834
         18.65468245          4.31856306         32.40555786
         18.66022421          0.16772393          1.25893777
         18.70814087          0.92700299          6.97596261
         18.72784575          0.35482862          2.67299926
         18.75421738          3.02506149         22.82051963
         18.78108642          1.93585048         14.62463035
         18.78157319          5.27539731         39.85469746
         18.81915853          0.60776754          4.60076531
         18.85134549          0.01136640          0.08619014
         18.87422504          0.71026031          5.39236218
         18.90253329         11.09587582         84.36726591
         18.91524042          0.10470372          0.79664778
         18.92238792          0.00594641          0.04526092
         18.93670561         12.48273565         95.08381030
         18.96426309         12.83528934         97.91156919
         19.00198460          0.10270690          0.78503853
         19.02116785          3.22606929         24.68330134
         19.03535491          0.24927798          1.90869827
         19.05150316          3.39824839         26.04214440
         19.05780311          0.02870144          0.22002345
         19.09953091          2.81562212         21.63163993
         19.11480982          3.26445938         25.09999450
         19.15881446          0.48408098          3.73060293
         19.17128230          1.08838843          8.39319773
         19.17972493          7.60328281         58.65916751
         19.19183114          4.71306965         36.38418470
         19.19451159          0.06008945          0.46394625
         19.20537056          0.02213460          0.17099629
         19.22235899          3.81546805         29.50168900
         19.27003172          0.31534962          2.44437093
         19.29605547          3.89332851         30.21913053
         19.31127621         27.00684779        209.78636038
         19.33175662         15.76555530        122.59505903
         19.37007536          1.33870729         10.43060056
         19.38701963          0.81578935          6.36182114
         19.40597452         15.44521763        120.56517059
         19.42166372          6.38048938         49.84628500
         19.44666926         17.93577018        140.29998814
         19.45878546         17.73265822        138.79759758
         19.46417774          0.04609156          0.36086918
         19.47056962          0.46959638          3.67786489
         19.47986012          0.61371767          4.80891206
         19.49533376          9.29841955         72.91757018
         19.50748563          8.96125021         70.31731433
         19.53291751          0.31869755          2.50402244
         19.54828893          1.06219428          8.35228078
         19.56733811          1.03038151          8.11002478
         19.58298626          1.90579904         15.01234028
         19.61187357         94.93296189        748.90803782
         19.61836156          6.18935227         48.84277289
         19.63282922         62.28400552        491.87165830
         19.65164771        288.48206061       2280.39540629
         19.66590824          1.38453122         10.95239601
         19.67826792         39.94663943        316.19827365
         19.68307617         12.91308000        102.23866985
         19.70068349         57.16702149        453.02193937
         19.71996231        107.32168394        851.30647135
         19.73701387        118.44013663        940.31360945
         19.77026571          0.13129201          1.04410257
         19.77766997         22.30669237        177.46089993
