  2 +     7.722271371 -1214.737728629     0.935102540
  2 +     8.548169415 -1213.911830585     0.948700200
  2 +     9.455357982 -1213.004642018     0.925966635
  2 +    11.344966479 -1211.115033521     0.924962283
  2 +    15.173107309 -1207.286892691     0.000008991
  2 +    16.871934313 -1205.588065687     0.000811062
  2 +    16.973091754 -1205.486908246     0.000247583
  2 +    17.178893173 -1205.281106827     0.000127741
  2 +    17.270769960 -1205.189230040     0.000068819
  2 +    17.316791443 -1205.143208557     0.000180422
  2 +    17.428307181 -1205.031692819     0.000275514
  2 +    17.473263272 -1204.986736728     0.000075788
  2 +    17.508467323 -1204.951532677     0.000066371
  2 +    17.626594720 -1204.833405280     0.000049413
  2 +    17.636111601 -1204.823888399     0.000315139
  2 +    17.798512524 -1204.661487476     0.000077392
  2 +    17.849027360 -1204.610972640     0.001272338
  2 +    17.888217110 -1204.571782890     0.000933902
  2 +    17.990565763 -1204.469434237     0.000668549
  2 +    18.042187047 -1204.417812953     0.000497721
  2 +    18.082036097 -1204.377963903     0.000158937
  2 +    18.103275072 -1204.356724928     0.001945362
  2 +    18.126586827 -1204.333413173     0.008087363
  2 +    18.163074682 -1204.296925318     0.003334237
  2 +    18.219536893 -1204.240463107     0.003436069
  2 +    18.254838755 -1204.205161245     0.000264844
  2 +    18.291904436 -1204.168095564     0.000812576
  2 +    18.325856801 -1204.134143199     0.000767744
  2 +    18.379762014 -1204.080237986     0.001415963
  2 +    18.406143079 -1204.053856921     0.001506778
  2 +    18.427967796 -1204.032032204     0.000117814
  2 +    18.447628736 -1204.012371264     0.000541769
  2 +    18.473529076 -1203.986470924     0.000162988
  2 +    18.488603560 -1203.971396440     0.000961225
  2 +    18.518159953 -1203.941840047     0.000443709
  2 +    18.533756639 -1203.926243361     0.000402409
  2 +    18.549452549 -1203.910547451     0.000660911
  2 +    18.559998896 -1203.900001104     0.000222865
  2 +    18.587154715 -1203.872845285     0.000311089
  2 +    18.632500281 -1203.827499719     0.002391570
  2 +    18.654682447 -1203.805317553     0.000967010
  2 +    18.660224207 -1203.799775793     0.000175829
  2 +    18.708140867 -1203.751859133     0.000510952
  2 +    18.727845746 -1203.732154254     0.000558204
  2 +    18.754217383 -1203.705782617     0.000629156
  2 +    18.781086424 -1203.678913576     0.000842185
  2 +    18.781573194 -1203.678426806     0.001449822
  2 +    18.819158530 -1203.640841470     0.000223859
  2 +    18.851345494 -1203.608654506     0.000221558
  2 +    18.874225041 -1203.585774959     0.000350246
  2 +    18.902533293 -1203.557466707     0.001715885
  2 +    18.915240422 -1203.544759578     0.000361900
  2 +    18.922387918 -1203.537612082     0.000332571
  2 +    18.936705609 -1203.523294391     0.002287577
  2 +    18.964263091 -1203.495736909     0.001838066
  2 +    19.001984602 -1203.458015398     0.000265288
  2 +    19.021167847 -1203.438832153     0.000475498
  2 +    19.035354914 -1203.424645086     0.000300895
  2 +    19.051503160 -1203.408496840     0.000543428
  2 +    19.057803114 -1203.402196886     0.000802100
  2 +    19.099530913 -1203.360469087     0.000508739
  2 +    19.114809815 -1203.345190185     0.000852975
  2 +    19.158814455 -1203.301185545     0.000511658
  2 +    19.171282297 -1203.288717703     0.000354534
  2 +    19.179724934 -1203.280275066     0.001924835
  2 +    19.191831140 -1203.268168860     0.000858244
  2 +    19.194511593 -1203.265488407     0.000830413
  2 +    19.205370564 -1203.254629436     0.000186407
  2 +    19.222358994 -1203.237641006     0.000768160
  2 +    19.270031724 -1203.189968276     0.000180581
  2 +    19.296055471 -1203.163944529     0.001460734
  2 +    19.311276215 -1203.148723785     0.004117310
  2 +    19.331756622 -1203.128243378     0.003429125
  2 +    19.370075358 -1203.089924642     0.000389037
  2 +    19.387019633 -1203.072980367     0.000227048
  2 +    19.405974523 -1203.054025477     0.001804270
  2 +    19.421663718 -1203.038336282     0.000973182
  2 +    19.446669257 -1203.013330743     0.002895917
  2 +    19.458785456 -1203.001214544     0.003737034
  2 +    19.464177736 -1202.995822264     0.001102633
  2 +    19.470569621 -1202.989430379     0.000993088
  2 +    19.479860115 -1202.980139885     0.000392807
  2 +    19.495333762 -1202.964666238     0.002386620
  2 +    19.507485630 -1202.952514370     0.001234932
  2 +    19.532917510 -1202.927082490     0.000803712
  2 +    19.548288935 -1202.911711065     0.000478442
  2 +    19.567338109 -1202.892661891     0.000773692
  2 +    19.582986264 -1202.877013736     0.000613093
  2 +    19.611873573 -1202.848126427     0.016456863
  2 +    19.618361559 -1202.841638441     0.001940534
  2 +    19.632829218 -1202.827170782     0.010906079
  2 +    19.651647711 -1202.808352289     0.051706387
  2 +    19.665908245 -1202.794091755     0.000549425
  2 +    19.678267916 -1202.781732084     0.008611259
  2 +    19.683076168 -1202.776923832     0.003703675
  2 +    19.700683493 -1202.759316507     0.008111499
  2 +    19.719962306 -1202.740037694     0.018057154
  2 +    19.737013867 -1202.722986133     0.023485555
  2 +    19.770265711 -1202.689734289     0.000370154
  2 +    19.777669974 -1202.682330026     0.006223484
  2 +     7.722271371 -1214.737728629     0.935102540
  2 +     8.548169415 -1213.911830585     0.948700200
  2 +     9.455357982 -1213.004642018     0.925966635
  2 +    11.344966479 -1211.115033521     0.924962283
  2 +    15.173107309 -1207.286892691     0.000008991
  2 +    16.871934313 -1205.588065687     0.000811062
  2 +    16.973091754 -1205.486908246     0.000247583
  2 +    17.178893173 -1205.281106827     0.000127741
  2 +    17.270769960 -1205.189230040     0.000068819
  2 +    17.316791443 -1205.143208557     0.000180422
  2 +    17.428307181 -1205.031692819     0.000275514
  2 +    17.473263272 -1204.986736728     0.000075788
  2 +    17.508467323 -1204.951532677     0.000066371
  2 +    17.626594720 -1204.833405280     0.000049413
  2 +    17.636111601 -1204.823888399     0.000315139
  2 +    17.798512524 -1204.661487476     0.000077392
  2 +    17.849027360 -1204.610972640     0.001272338
  2 +    17.888217110 -1204.571782890     0.000933902
  2 +    17.990565763 -1204.469434237     0.000668549
  2 +    18.042187047 -1204.417812953     0.000497721
  2 +    18.082036097 -1204.377963903     0.000158937
  2 +    18.103275072 -1204.356724928     0.001945362
  2 +    18.126586827 -1204.333413173     0.008087363
  2 +    18.163074682 -1204.296925318     0.003334237
  2 +    18.219536893 -1204.240463107     0.003436069
  2 +    18.254838755 -1204.205161245     0.000264844
  2 +    18.291904436 -1204.168095564     0.000812576
  2 +    18.325856801 -1204.134143199     0.000767744
  2 +    18.379762014 -1204.080237986     0.001415963
  2 +    18.406143079 -1204.053856921     0.001506778
  2 +    18.427967796 -1204.032032204     0.000117814
  2 +    18.447628736 -1204.012371264     0.000541769
  2 +    18.473529076 -1203.986470924     0.000162988
  2 +    18.488603560 -1203.971396440     0.000961225
  2 +    18.518159953 -1203.941840047     0.000443709
  2 +    18.533756639 -1203.926243361     0.000402409
  2 +    18.549452549 -1203.910547451     0.000660911
  2 +    18.559998896 -1203.900001104     0.000222865
  2 +    18.587154715 -1203.872845285     0.000311089
  2 +    18.632500281 -1203.827499719     0.002391570
  2 +    18.654682447 -1203.805317553     0.000967010
  2 +    18.660224207 -1203.799775793     0.000175829
  2 +    18.708140867 -1203.751859133     0.000510952
  2 +    18.727845746 -1203.732154254     0.000558204
  2 +    18.754217383 -1203.705782617     0.000629156
  2 +    18.781086424 -1203.678913576     0.000842185
  2 +    18.781573194 -1203.678426806     0.001449822
  2 +    18.819158530 -1203.640841470     0.000223859
  2 +    18.851345494 -1203.608654506     0.000221558
  2 +    18.874225041 -1203.585774959     0.000350246
  2 +    18.902533293 -1203.557466707     0.001715885
  2 +    18.915240422 -1203.544759578     0.000361900
  2 +    18.922387918 -1203.537612082     0.000332571
  2 +    18.936705609 -1203.523294391     0.002287577
  2 +    18.964263091 -1203.495736909     0.001838066
  2 +    19.001984602 -1203.458015398     0.000265288
  2 +    19.021167847 -1203.438832153     0.000475498
  2 +    19.035354914 -1203.424645086     0.000300895
  2 +    19.051503160 -1203.408496840     0.000543428
  2 +    19.057803114 -1203.402196886     0.000802100
  2 +    19.099530913 -1203.360469087     0.000508739
  2 +    19.114809815 -1203.345190185     0.000852975
  2 +    19.158814455 -1203.301185545     0.000511658
  2 +    19.171282297 -1203.288717703     0.000354534
  2 +    19.179724934 -1203.280275066     0.001924835
  2 +    19.191831140 -1203.268168860     0.000858244
  2 +    19.194511593 -1203.265488407     0.000830413
  2 +    19.205370564 -1203.254629436     0.000186407
  2 +    19.222358994 -1203.237641006     0.000768160
  2 +    19.270031724 -1203.189968276     0.000180581
  2 +    19.296055471 -1203.163944529     0.001460734
  2 +    19.311276215 -1203.148723785     0.004117310
  2 +    19.331756622 -1203.128243378     0.003429125
  2 +    19.370075358 -1203.089924642     0.000389037
  2 +    19.387019633 -1203.072980367     0.000227048
