  2 +     5.786078414  -425.048921586     0.895533926
  2 +     7.058297148  -423.776702852     0.874179093
  2 +     7.527837224  -423.307162776     0.866974554
  2 +     8.853368856  -421.981631144     0.887186923
  2 +    22.314745767  -408.520254233     0.877443549
  2 +    23.002981477  -407.832018523     0.873744681
  2 +    25.341710334  -405.493289666     0.853321218
  2 +    27.233919039  -403.601080961     0.830899243
  2 +    27.594850608  -403.240149392     0.834846391
  2 +    28.877144186  -401.957855814     0.819800353
  2 +    29.278670069  -401.556329931     0.826832866
  2 +    30.657724227  -400.177275773     0.786769447
  2 +    30.959327644  -399.875672356     0.784974309
  2 +    31.372782809  -399.462217191     0.475376178
  2 +    31.539302532  -399.295697468     0.769974492
  2 +    32.052413014  -398.782586986     0.752096576
  2 +    32.309119766  -398.525880234     0.703047094
  2 +    32.419448382  -398.415551618     0.543041028
  2 +    32.660879395  -398.174120605     0.664231704
  2 +    32.962011094  -397.872988906     0.476211621
  2 +    33.257890538  -397.577109462     0.536167687
  2 +    33.473947555  -397.361052445     0.325040446
  2 +    33.658058521  -397.176941479     0.281031914
  2 +    33.791923373  -397.043076627     0.457543548
  2 +    34.059577906  -396.775422094     0.403569555
  2 +    34.200872529  -396.634127471     0.395932661
  2 +    34.304303817  -396.530696183     0.470215853
  2 +    34.420718780  -396.414281220     0.400578812
  2 +    34.629736490  -396.205263510     0.244486066
  2 +    34.720424508  -396.114575492     0.147741966
  2 +    34.928403751  -395.906596249     0.264066676
  2 +    35.063592923  -395.771407077     0.107887555
  2 +    35.139835438  -395.695164562     0.170648111
  2 +    35.203635878  -395.631364122     0.165275966
  2 +    35.253317237  -395.581682763     0.114208592
  2 +    35.346586120  -395.488413880     0.264907317
  2 +    35.576995538  -395.258004462     0.193581000
  2 +    35.719639495  -395.115360505     0.127606855
  2 +    35.784793058  -395.050206942     0.079995419
  2 +    35.820350101  -395.014649899     0.173039005
  2 +    35.911660007  -394.923339993     0.137271888
  2 +    35.990122637  -394.844877363     0.143368409
  2 +    36.043589212  -394.791410788     0.126686181
  2 +    36.085440066  -394.749559934     0.143345040
  2 +    36.145279280  -394.689720720     0.204129973
  2 +    36.264483643  -394.570516357     0.078547332
  2 +    36.304639229  -394.530360771     0.137844278
  2 +    36.376631788  -394.458368212     0.078342932
  2 +    36.407439966  -394.427560034     0.078861237
  2 +    36.524238241  -394.310761759     0.263928127
  2 +    36.556288848  -394.278711152     0.111561836
  2 +    36.616258210  -394.218741790     0.162190945
  2 +    36.684148840  -394.150851160     0.180156805
  2 +    36.715653047  -394.119346953     0.123535690
  2 +    36.725765144  -394.109234856     0.168858739
  2 +    36.874090075  -393.960909925     0.145724163
  2 +    36.889873141  -393.945126859     0.237888643
  2 +    37.014377749  -393.820622251     0.117757532
  2 +    37.052279096  -393.782720904     0.065818772
  2 +    37.067067414  -393.767932586     0.176039951
  2 +    37.140969157  -393.694030843     0.086986833
