 electric dipole polarizability:    15104.186366367150     
 m1, energy weight E*R sum:         455024.14326802036     
 m0, R(E) sum:                      33782.294355871818     
 centroid m1/m0:                    13.469308463027202     
               E                R(E)           photodisintegration cross section
         39.80000000         24.69819258        395.40360142
         39.90000000         24.50448086        393.28807458
         40.00000000         24.31310659        391.19457311
         40.10000000         24.12403091        389.12275207
         40.20000000         23.93721579        387.07227391
         40.30000000         23.75262401        385.04280827
         40.40000000         23.57021917        383.03403177
         40.50000000         23.38996563        381.04562782
         40.60000000         23.21182853        379.07728643
         40.70000000         23.03577371        377.12870404
         40.80000000         22.86176775        375.19958334
         40.90000000         22.68977792        373.28963312
         41.00000000         22.51977216        371.39856808
         41.10000000         22.35171910        369.52610870
         41.20000000         22.18558798        367.67198107
         41.30000000         22.02134868        365.83591676
         41.40000000         21.85897170        364.01765267
         41.50000000         21.69842812        362.21693088
         41.60000000         21.53968961        360.43349855
         41.70000000         21.38272841        358.66710777
         41.80000000         21.22751730        356.91751544
         41.90000000         21.07402960        355.18448314
         42.00000000         20.92223917        353.46777704
         42.10000000         20.77212036        351.76716775
         42.20000000         20.62364803        350.08243026
         42.30000000         20.47679754        348.41334378
         42.40000000         20.33154470        346.75969167
         42.50000000         20.18786580        345.12126134
         42.60000000         20.04573758        343.49784413
         42.70000000         19.90513722        341.88923527
         42.80000000         19.76604234        340.29523369
         42.90000000         19.62843097        338.71564206
         43.00000000         19.49228156        337.15026658
         43.10000000         19.35757295        335.59891700
         43.20000000         19.22428439        334.06140646
         43.30000000         19.09239551        332.53755145
         43.40000000         18.96188630        331.02717175
         43.50000000         18.83273713        329.53009031
         43.60000000         18.70492873        328.04613320
         43.70000000         18.57844217        326.57512957
         43.80000000         18.45325887        325.11691152
         43.90000000         18.32936058        323.67131408
         44.00000000         18.20672938        322.23817515
         44.10000000         18.08534767        320.81733538
         44.20000000         17.96519816        319.40863819
         44.30000000         17.84626387        318.01192963
         44.40000000         17.72852810        316.62705841
         44.50000000         17.61197449        315.25387574
         44.60000000         17.49658691        313.89223538
         44.70000000         17.38234954        312.54199351
         44.80000000         17.26924684        311.20300870
         44.90000000         17.15726352        309.87514188
         45.00000000         17.04638457        308.55825627
         45.10000000         16.93659521        307.25221734
         45.20000000         16.82788095        305.95689276
         45.30000000         16.72022752        304.67215235
         45.40000000         16.61362089        303.39786805
         45.50000000         16.50804728        302.13391385
         45.60000000         16.40349313        300.88016578
         45.70000000         16.29994512        299.63650186
         45.80000000         16.19739014        298.40280204
         45.90000000         16.09581530        297.17894818
         46.00000000         15.99520792        295.96482400
         46.10000000         15.89555554        294.76031506
         46.20000000         15.79684589        293.56530871
         46.30000000         15.69906691        292.37969405
         46.40000000         15.60220673        291.20336192
         46.50000000         15.50625369        290.03620482
         46.60000000         15.41119629        288.87811695
         46.70000000         15.31702323        287.72899408
         46.80000000         15.22372339        286.58873363
         46.90000000         15.13128584        285.45723454
         47.00000000         15.03969980        284.33439729
         47.10000000         14.94895468        283.22012387
         47.20000000         14.85904005        282.11431776
         47.30000000         14.76994564        281.01688385
         47.40000000         14.68166135        279.92772848
         47.50000000         14.59417724        278.84675937
         47.60000000         14.50748350        277.77388561
         47.70000000         14.42157051        276.70901761
         47.80000000         14.33642877        275.65206714
         47.90000000         14.25204893        274.60294723
         48.00000000         14.16842181        273.56157218
         48.10000000         14.08553833        272.52785754
         48.20000000         14.00338958        271.50172008
         48.30000000         13.92196677        270.48307778
         48.40000000         13.84126125        269.47184979
         48.50000000         13.76126450        268.46795642
         48.60000000         13.68196813        267.47131910
         48.70000000         13.60336386        266.48186041
         48.80000000         13.52544355        265.49950399
         48.90000000         13.44819918        264.52417458
         49.00000000         13.37162285        263.55579797
         49.10000000         13.29570677        262.59430099
         49.20000000         13.22044327        261.63961149
         49.30000000         13.14582479        260.69165832
         49.40000000         13.07184388        259.75037132
         49.50000000         12.99849320        258.81568130
         49.60000000         12.92576552        257.88752002
         49.70000000         12.85365372        256.96582016
         49.80000000         12.78215076        256.05051536
         49.90000000         12.71124973        255.14154011
         50.00000000         12.64094381        254.23882982
         50.10000000         12.57122626        253.34232078
         50.20000000         12.50209046        252.45195012
         50.30000000         12.43352987        251.56765582
         50.40000000         12.36553805        250.68937669
         50.50000000         12.29810865        249.81705234
         50.60000000         12.23123541        248.95062322
         50.70000000         12.16491216        248.09003054
         50.80000000         12.09913280        247.23521629
         50.90000000         12.03389135        246.38612321
         51.00000000         11.96918187        245.54269483
         51.10000000         11.90499853        244.70487538
         51.20000000         11.84133558        243.87260984
         51.30000000         11.77818735        243.04584388
         51.40000000         11.71554822        242.22452389
         51.50000000         11.65341270        241.40859696
         51.60000000         11.59177533        240.59801084
         51.70000000         11.53063073        239.79271395
         51.80000000         11.46997362        238.99265539
         51.90000000         11.40979876        238.19778488
         52.00000000         11.35010101        237.40805281
         52.10000000         11.29087527        236.62341017
         52.20000000         11.23211653        235.84380858
         52.30000000         11.17381985        235.06920026
         52.40000000         11.11598033        234.29953804
         52.50000000         11.05859315        233.53477533
         52.60000000         11.00165357        232.77486613
         52.70000000         10.94515690        232.01976500
         52.80000000         10.88909849        231.26942707
         52.90000000         10.83347379        230.52380801
         53.00000000         10.77827829        229.78286406
         53.10000000         10.72350754        229.04655198
         53.20000000         10.66915714        228.31482905
         53.30000000         10.61522276        227.58765309
         53.40000000         10.56170013        226.86498241
         53.50000000         10.50858503        226.14677586
         53.60000000         10.45587328        225.43299274
         53.70000000         10.40356077        224.72359289
         53.80000000         10.35164344        224.01853659
         53.90000000         10.30011728        223.31778462
         54.00000000         10.24897834        222.62129821
         54.10000000         10.19822271        221.92903908
         54.20000000         10.14784652        221.24096937
         54.30000000         10.09784598        220.55705168
         54.40000000         10.04821732        219.87724906
         54.50000000          9.99895682        219.20152500
         54.60000000          9.95006083        218.52984338
         54.70000000          9.90152572        217.86216855
         54.80000000          9.85334792        217.19846525
         54.90000000          9.80552389        216.53869863
         55.00000000          9.75805015        215.88283424
         55.10000000          9.71092326        215.23083805
         55.20000000          9.66413981        214.58267640
         55.30000000          9.61769645        213.93831602
         55.40000000          9.57158986        213.29772403
         55.50000000          9.52581676        212.66086792
         55.60000000          9.48037392        212.02771555
         55.70000000          9.43525813        211.39823515
         55.80000000          9.39046625        210.77239529
         55.90000000          9.34599515        210.15016493
         56.00000000          9.30184175        209.53151335
         56.10000000          9.25800301        208.91641019
         56.20000000          9.21447591        208.30482542
         56.30000000          9.17125749        207.69672936
         56.40000000          9.12834481        207.09209264
         56.50000000          9.08573497        206.49088623
         56.60000000          9.04342511        205.89308142
         56.70000000          9.00141238        205.29864982
         56.80000000          8.95969400        204.70756335
         56.90000000          8.91826719        204.11979423
         57.00000000          8.87712923        203.53531499
         57.10000000          8.83627741        202.95409848
         57.20000000          8.79570907        202.37611781
         57.30000000          8.75542156        201.80134641
         57.40000000          8.71541229        201.22975798
         57.50000000          8.67567867        200.66132652
         57.60000000          8.63621816        200.09602630
         57.70000000          8.59702825        199.53383187
         57.80000000          8.55810644        198.97471805
         57.90000000          8.51945028        198.41865994
         58.00000000          8.48105733        197.86563289
         58.10000000          8.44292520        197.31561252
         58.20000000          8.40505151        196.76857471
         58.30000000          8.36743391        196.22449560
         58.40000000          8.33007008        195.68335157
         58.50000000          8.29295773        195.14511926
         58.60000000          8.25609459        194.60977554
         58.70000000          8.21947841        194.07729755
         58.80000000          8.18310698        193.54766263
         58.90000000          8.14697811        193.02084839
         59.00000000          8.11108963        192.49683266
         59.10000000          8.07543939        191.97559350
         59.20000000          8.04002529        191.45710919
         59.30000000          8.00484521        190.94135825
         59.40000000          7.96989709        190.42831941
         59.50000000          7.93517888        189.91797162
         59.60000000          7.90068856        189.41029404
         59.70000000          7.86642412        188.90526607
         59.80000000          7.83238358        188.40286727
         59.90000000          7.79856497        187.90307746
