  2 +     6.794933344 -1422.925066656     0.919315830
  2 +     7.526487997 -1422.193512003     0.887404265
  2 +     9.036293351 -1420.683706649     0.892657632
  2 +     9.797441850 -1419.922558150     0.889325306
  2 +    16.756303462 -1412.963696538     0.918278112
  2 +    19.100880494 -1410.619119506     0.769656861
  2 +    19.144780740 -1410.575219260     0.769601759
  2 +    19.839082112 -1409.880917888     0.763457049
  2 +    20.181909545 -1409.538090455     0.765972892
  2 +    20.413133893 -1409.306866107     0.759692604
  2 +    20.701408297 -1409.018591703     0.700930484
  2 +    21.009255449 -1408.710744551     0.735540238
  2 +    21.205829160 -1408.514170840     0.129233681
  2 +    21.471385831 -1408.248614169     0.589724754
  2 +    21.569399475 -1408.150600525     0.190070414
  2 +    21.633298546 -1408.086701454     0.060591423
  2 +    21.703777539 -1408.016222461     0.148545232
  2 +    21.875430597 -1407.844569403     0.526808990
  2 +    21.961528838 -1407.758471162     0.567144828
  2 +    22.174946024 -1407.545053976     0.009941397
  2 +    22.342190221 -1407.377809779     0.448689462
  2 +    22.431120013 -1407.288879987     0.393454427
  2 +    22.490915649 -1407.229084351     0.072128961
  2 +    22.510866060 -1407.209133940     0.210178372
  2 +    22.542240675 -1407.177759325     0.006879429
  2 +    22.714973454 -1407.005026546     0.162649650
  2 +    22.745440926 -1406.974559074     0.401129369
  2 +    22.784495823 -1406.935504177     0.106216933
  2 +    22.799754397 -1406.920245603     0.338017526
  2 +    22.850696677 -1406.869303323     0.032302934
  2 +    22.878016902 -1406.841983098     0.454310774
  2 +    22.910657869 -1406.809342131     0.317118091
  2 +    22.926986317 -1406.793013683     0.140741890
  2 +    22.974264595 -1406.745735405     0.045350953
  2 +    23.017861245 -1406.702138755     0.082721107
  2 +    23.045855661 -1406.674144339     0.067482635
  2 +    23.055824557 -1406.664175443     0.013449642
  2 +    23.068288556 -1406.651711444     0.128055227
  2 +    23.097257528 -1406.622742472     0.256654650
  2 +    23.116045202 -1406.603954798     0.293073961
  2 +    23.175179976 -1406.544820024     0.009121564
  2 +    23.245803779 -1406.474196221     0.018193168
  2 +    23.299748973 -1406.420251027     0.017918053
  2 +    23.318625044 -1406.401374956     0.026338397
  2 +    23.328588453 -1406.391411547     0.005850955
  2 +    23.376078687 -1406.343921313     0.011660292
  2 +    23.422342320 -1406.297657680     0.010003985
  2 +    23.441270601 -1406.278729399     0.038229145
  2 +    23.462999802 -1406.257000198     0.012998043
  2 +    23.486306509 -1406.233693491     0.028168557
  2 +    23.504774936 -1406.215225064     0.052747895
  2 +    23.538463441 -1406.181536559     0.073096373
  2 +    23.556315088 -1406.163684912     0.036548950
  2 +    23.579434915 -1406.140565085     0.228778817
  2 +    23.589360946 -1406.130639054     0.017565503
  2 +    23.645690030 -1406.074309970     0.093591573
  2 +    23.663776661 -1406.056223339     0.068303426
  2 +    23.673596776 -1406.046403224     0.161040533
  2 +    23.699821610 -1406.020178390     0.054377633
  2 +    23.708767582 -1406.011232418     0.296901292
  2 +    23.759101310 -1405.960898690     0.032090190
  2 +    23.763645937 -1405.956354063     0.168266493
  2 +    23.787816956 -1405.932183044     0.048120873
  2 +    23.798501687 -1405.921498313     0.286252754
  2 +    23.805998486 -1405.914001514     0.169510364
  2 +    23.836200860 -1405.883799140     0.047012959
  2 +    23.855829824 -1405.864170176     0.064895016
  2 +    23.863263147 -1405.856736853     0.011942601
  2 +    23.929393619 -1405.790606381     0.018389220
  2 +    23.943068525 -1405.776931475     0.117175710
  2 +    23.957725012 -1405.762274988     0.015152339
  2 +    23.986788206 -1405.733211794     0.037095835
  2 +    24.010048179 -1405.709951821     0.047911599
  2 +    24.025369326 -1405.694630674     0.073680510
  2 +    24.036977093 -1405.683022907     0.021947701
  2 +    24.071676983 -1405.648323017     0.029595078
  2 +    24.076993968 -1405.643006032     0.054723988
  2 +    24.083131772 -1405.636868228     0.030254728
  2 +    24.096836370 -1405.623163630     0.045132269
  2 +    24.119561162 -1405.600438838     0.141497545
  2 +    24.143995336 -1405.576004664     0.054644161
  2 +    24.153282623 -1405.566717377     0.039987801
  2 +    24.159396174 -1405.560603826     0.049130324
  2 +    24.186740936 -1405.533259064     0.012277873
  2 +    24.201560687 -1405.518439313     0.045549145
  2 +    24.225545215 -1405.494454785     0.115794891
  2 +    24.235794797 -1405.484205203     0.030272308
  2 +    24.269189197 -1405.450810803     0.123053394
  2 +    24.274581184 -1405.445418816     0.044311326
  2 +    24.289872146 -1405.430127854     0.083069376
  2 +    24.301911737 -1405.418088263     0.091808679
  2 +    24.311714759 -1405.408285241     0.137145666
  2 +    24.324710986 -1405.395289014     0.082828162
  2 +    24.332162587 -1405.387837413     0.091904368
  2 +    24.335397741 -1405.384602259     0.135913617
  2 +    24.349132217 -1405.370867783     0.060985212
  2 +    24.365120293 -1405.354879707     0.153380260
  2 +    24.377579557 -1405.342420443     0.024157614
  2 +    24.400084883 -1405.319915117     0.023751882
  2 +    24.422692072 -1405.297307928     0.023954703
