  0 +    26.718178498  -316.080821502     0.854402519
  0 +    28.347995656  -314.451004344     0.724726509
  0 +    29.831935329  -312.967064671     0.221795725
  0 +    31.089403979  -311.709596021     0.016185559
  0 +    31.158578738  -311.640421262     0.100750397
  0 +    31.527564405  -311.271435595     0.738791358
  0 +    32.695493478  -310.103506522     0.197074391
  0 +    32.857558715  -309.941441285     0.088841764
  0 +    33.008640155  -309.790359845     0.179766215
  0 +    33.332019062  -309.466980938     0.110793321
  0 +    33.554922330  -309.244077670     0.045557252
  0 +    33.810519034  -308.988480966     0.043716439
  0 +    33.873221849  -308.925778151     0.015153711
  0 +    34.149335082  -308.649664918     0.172929353
  0 +    34.408606536  -308.390393464     0.037677619
  0 +    34.425189754  -308.373810246     0.026837771
  0 +    34.563310457  -308.235689543     0.024411342
  0 +    34.807647067  -307.991352933     0.096935454
  0 +    35.017255344  -307.781744656     0.089784845
  0 +    35.184279643  -307.614720357     0.007045225
  0 +    35.461957977  -307.337042023     0.046988219
  0 +    35.797631257  -307.001368743     0.003084499
  0 +    35.926759052  -306.872240948     0.000438691
  0 +    36.017436808  -306.781563192     0.005805524
  0 +    36.102490315  -306.696509685     0.010453726
  0 +    36.283086347  -306.515913653     0.031690244
  0 +    36.416232103  -306.382767897     0.100380841
  0 +    36.445126058  -306.353873942     0.008894473
  0 +    36.591691580  -306.207308420     0.062609780
  0 +    36.730133184  -306.068866816     0.012028156
  0 +    36.869942542  -305.929057458     0.306097740
  0 +    36.944054138  -305.854945862     0.026035572
  0 +    36.964627110  -305.834372890     0.001950055
  0 +    37.028315002  -305.770684998     0.051647154
  0 +    37.079141549  -305.719858451     0.044294504
  0 +    37.202918662  -305.596081338     0.013596798
  0 +    37.289321664  -305.509678336     0.019215486
  0 +    37.343021373  -305.455978627     0.015113592
  0 +    37.434906801  -305.364093199     0.006191004
  0 +    37.574749687  -305.224250313     0.017259390
  0 +    37.611492446  -305.187507554     0.050774114
  0 +    37.861316721  -304.937683279     0.008237943
  0 +    38.014890601  -304.784109399     0.023059159
  0 +    38.160808746  -304.638191254     0.002060982
