 electric dipole polarizability:    1124.0603937393332     
 m1, energy weight E*R sum:         64079.361226820991     
 m0, R(E) sum:                      3496.9674143042553     
 centroid m1/m0:                    18.324266038255320     
               E                R(E)           photodisintegration cross section
          5.78607841        979.00456198       2278.56491765
          7.05829715          0.33305165          0.94559224
          7.52783722         12.51756917         37.90378635
          8.85336886          3.21590811         11.45261245
         22.31474577       1441.79830977      12941.62558944
         23.00298148        819.20203770       7579.97074572
         25.34171033          3.48137738         35.48782651
         27.23391904         72.49885500        794.20691784
         27.59485061          0.08618782          0.95667915
         28.87714419         27.75866772        322.43727010
         29.27867007          6.34978074         74.78292552
         30.65772423          5.92788166         73.10243010
         30.95932764          9.09271532        113.23416721
         31.37278281         50.66282495        639.34433454
         31.53930253          4.67843168         59.35328385
         32.05241301          6.80801592         87.77557207
         32.30911977         16.76451488        217.87554813
         32.41944838          9.77279554        127.44324165
         32.66087939          1.23652947         16.24518729
         32.96201109          0.77670756         10.29825423
         33.25789054          8.00667414        107.11227151
         33.47394756          0.74553966         10.03852849
         33.65805852          0.00022054          0.00298587
         33.79192337          0.63966130          8.69471529
         34.05957791          2.24209263         30.71745203
         34.20087253          0.11813251          1.62517070
         34.30430382          0.10400841          1.43519020
         34.42071878          0.35787006          4.95493175
         34.62973649          1.02080457         14.21949491
         34.72042451          0.17940489          2.50559968
         34.92840375          0.51611115          7.25127472
         35.06359292          0.15304272          2.15854681
         35.13983544          0.46390972          6.55730785
         35.20363588          0.20633132          2.92176344
         35.25331724          0.00436847          0.06194722
         35.34658612          0.42209905          6.00142276
         35.57699554          0.00053137          0.00760430
         35.71963950          0.79540849         11.42851143
         35.78479306          0.07721420          1.11144524
         35.82035010          0.00015967          0.00230068
         35.91166001          0.48763946          7.04411920
         35.99012264          0.01565177          0.22658921
         36.04358921          0.08254130          1.19671768
         36.08544007          0.08419126          1.22205681
         36.14527928          0.00037168          0.00540397
         36.26448364          0.71215234         10.38835487
         36.30463923          0.30675543          4.47967768
         36.37663179          0.27913145          4.08435638
         36.40743997          0.00195680          0.02865688
         36.52423824          0.29454727          4.32741504
         36.55628885          0.07081570          1.04131958
         36.61625821          0.00035355          0.00520738
         36.68414884          0.16522047          2.43800544
         36.71565305          0.22619365          3.34059667
         36.72576514          0.00108316          0.01600136
         36.87409007          0.22588981          3.35050549
         36.88987314          0.00075098          0.01114368
         37.01437775          0.74845816         11.14372421
         37.05227910          0.13902988          2.07212254
         37.06706741          0.35655041          5.31620282
         37.14096916          0.34165562          5.10427639
         37.19327983          0.05448992          0.81521667
         37.23830604          0.01128218          0.16899555
         37.29907471          0.06536084          0.98063656
         37.32664119          0.30836884          4.63000842
         37.40352714          0.11384011          1.71277478
         37.44422948          0.01501475          0.22614941
         37.46729991          0.00253116          0.03814730
         37.55008003          0.83483882         12.60973257
         37.60605578          0.02569509          0.38868727
         37.62581685          0.36751750          5.56232465
         37.69180090          0.07213696          1.09369717
         37.71457432          0.44682793          6.77862959
         37.74293248          0.03313125          0.50299746
         37.75843681          0.03709259          0.56336977
         37.79192045          0.23351204          3.54977329
         37.81721024          0.03826484          0.58207875
         37.88205081          0.32233390          4.91170012
         37.93032686          0.00597502          0.09116294
         38.00481627          0.14931230          2.28258303
         38.04903067          0.19879164          3.04252451
         38.06747926          0.10635078          1.62849782
         38.11454277          0.00325554          0.04991218
         38.14525736          0.26969501          4.13814630
         38.20329958          0.12822993          1.97052826
         38.25746502          0.00730763          0.11245672
         38.29376736          0.04120093          0.63464005
         38.32931219          0.02110673          0.32542001
         38.37110897          0.02441410          0.37682304
         38.43701714          0.00360850          0.05579152
         38.50949020          0.08413367          1.30325681
         38.52303535          0.01898310          0.29415755
         38.57178750          0.01940013          0.30100024
         38.61383206          0.03071189          0.47702577
         38.61581184          0.01500614          0.23309151
         38.63913196          0.02108971          0.32778592
         38.67929949          0.09138860          1.42188024
         38.70934312          0.15742346          2.45119362
         38.79372285          0.01953480          0.30483356
         38.81328606          0.00700692          0.10939557
